Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
3145,16265,16265,112918,64999,0.76,12320,97101,66752,0.18,2928,-1746,-452,16265,117862,68561,16265,4819,1039,0.1,1665,159377,26891,0.09,1524,103920,11354,0.78,12729,44866,19733,16806,312054,93592
3146,17774,17774,120371,71148,0.75,13369,104131,74117,0.19,3377,-2309,-574,17774,125823,75381,17774,5385,1189,0.1,1758,149887,30192,0.09,1611,89851,11662,0.8,14211,47564,21953,18435,334201,117131
3147,9621,9621,94781,63688,0.77,7384,93638,71664,0.21,2003,-3025,-1192,9621,99147,67330,9621,4252,1070,0.1,941,109154,26529,0.09,865,72908,10824,0.78,7475,34673,19656,10119,236267,96361
3148,6313,6313,71864,58042,0.81,5110,76137,66168,0.2,1251,-2567,-1433,6313,75024,60829,6313,3092,950,0.12,776,66162,23444,0.11,699,41408,9835,0.79,5007,21677,15249,6368,122439,45879
3149,23653,23653,76588,55600,0.73,17190,80425,65983,0.24,5688,-2299,-1260,23653,79861,58565,23653,3187,789,0.1,2443,80856,24600,0.09,2209,51705,9507,0.74,17591,26498,16313,23532,206438,68917
3150,41444,41444,69439,47859,0.69,28480,75126,61353,0.26,10851,-1921,-760,41444,72592,50616,41444,3068,585,0.1,4132,124431,23788,0.09,3729,100513,9434,0.71,29427,24373,14472,40694,212780,63185
3151,7478,7478,63006,48529,0.73,5445,70724,60578,0.2,1516,-1800,-1240,7478,65650,50950,7478,2608,644,0.12,864,66263,21365,0.1,778,47716,7579,0.72,5362,20125,13656,7462,162197,49714
3152,22481,22481,67712,53023,0.77,17279,72257,62623,0.21,4831,-2575,-1481,22481,70729,55786,22481,2969,768,0.1,2210,108383,24420,0.09,2019,89247,9325,0.75,16841,21492,14281,23428,165316,68046
3153,13229,13229,64622,57464,0.84,11176,68089,62558,0.13,1665,-2643,-2136,13229,67231,59822,13229,2573,902,0.1,1304,65519,23361,0.09,1230,44512,8891,0.81,10662,17580,13606,14566,120368,58081
3154,2668,2668,70207,58838,0.82,2185,73341,65210,0.13,350,-2171,-756,2668,73065,61746,2668,2811,908,0.1,261,64726,30938,0.09,249,38047,12602,0.8,2139,20502,15482,3043,173765,95230
3155,14535,14535,64231,57263,0.83,12093,68612,63070,0.12,1712,-1859,-1504,14535,66705,59303,14535,2447,871,0.1,1448,56175,21670,0.09,1355,36463,8682,0.8,11657,17430,13655,16150,124226,61708
3156,24155,24155,70588,58061,0.82,19898,71944,63379,0.14,3422,-2025,-1712,24155,73593,60475,24155,2977,909,0.1,2321,62965,27390,0.09,2177,39358,10085,0.8,19421,20722,14350,26819,158000,76470
3158,4286,4286,71199,58216,0.82,3506,74543,64863,0.12,533,-1860,-1127,4286,73890,60809,4286,2660,919,0.12,502,58151,26163,0.11,470,34835,9666,0.8,3433,20905,14957,4933,170678,93336
3159,1643,1643,74139,59696,0.79,1305,74243,65452,0.16,262,-1507,-1570,1643,77170,62086,1643,2991,870,0.13,206,71038,32536,0.12,199,41710,12484,0.8,1307,22544,16393,1843,196756,92545
3160,5710,5710,72908,59891,0.82,4660,74682,65980,0.14,774,-1442,-493,5710,75958,62434,5710,3015,909,0.13,730,61651,26446,0.12,704,36384,10322,0.8,4570,21860,15666,6520,166263,90673
3161,11974,11974,118738,68036,0.72,8630,86521,64998,0.16,1939,3650,2622,11974,125394,71736,11974,6449,1054,0.13,1539,300783,27600,0.11,1369,254706,9912,0.8,9603,46798,19677,11907,391993,68929
3162,12130,12130,101861,65560,0.72,8679,91915,68800,0.19,2302,2650,1402,12130,106917,70062,12130,4896,1036,0.12,1499,107368,32647,0.11,1379,64970,10801,0.79,9627,37749,19571,12566,316395,91724
3163,23118,23118,80370,62520,0.83,19140,81999,68548,0.15,3394,-635,-276,23118,83551,65494,23118,3128,1064,0.11,2642,64328,20079,0.1,2426,40612,7626,0.81,18612,25415,16310,23829,161297,56123
3165,18867,18867,82086,63943,0.79,14922,86730,71874,0.21,3872,-2582,-1648,18867,85556,66904,18867,3416,1048,0.11,2006,98203,27258,0.1,1879,70949,10917,0.79,14943,26738,17870,19839,167007,83555
3166,16179,16179,78898,59914,0.83,13455,77449,65562,0.17,2784,-449,-702,16179,81998,62745,16179,3066,1003,0.11,1739,68565,22458,0.1,1585,44635,8994,0.8,12966,25164,15336,16849,147779,55526
3167,6267,6267,71579,59145,0.82,5140,75702,65750,0.2,1260,-1722,-1637,6267,74413,61741,6267,2772,973,0.11,659,56480,22249,0.1,622,37905,8036,0.8,4997,21157,15003,6601,133965,58555
3168,14949,14949,50749,41927,0.84,12560,53873,47908,0.1,1429,-522,-421,14949,52831,44084,14949,2064,500,0.16,2418,39902,14188,0.14,2130,28255,6984,0.7,10442,14384,10106,13319,63587,10944
3169,13192,13192,59705,51376,0.83,10922,63562,57876,0.15,2028,-1130,-500,13192,62065,53785,13192,2316,822,0.14,1856,43291,20432,0.13,1695,27833,9275,0.77,10203,16322,11785,13420,86200,29928
3170,12431,12431,67739,55918,0.79,9866,72527,63950,0.2,2519,-2190,-1774,12431,70540,58190,12431,2760,885,0.11,1344,190175,25554,0.1,1234,179423,10518,0.78,9641,20266,14365,13048,136862,57555
3171,13371,13371,50108,43981,0.82,10986,54024,50966,0.13,1688,-206,-156,13371,52841,47114,13371,2696,565,0.13,1722,112940,24094,0.12,1554,104048,11178,0.74,9867,12746,9129,13213,60162,14619
3172,13977,13977,60312,50033,0.81,11354,63639,56691,0.15,2067,-859,-849,13977,63289,53132,13977,2944,784,0.09,1281,73156,30000,0.09,1201,51498,12720,0.77,10700,17037,11564,15008,130383,45971
3173,18732,18732,62692,53261,0.83,15517,66353,59500,0.2,3770,-3673,-2774,18732,65444,55742,18732,2722,856,0.09,1765,86330,28425,0.09,1647,65568,12117,0.79,14734,17539,12443,19155,95493,39556
3174,23483,23483,52457,47629,0.85,19847,56756,54128,0.1,2296,-1739,-1549,23483,55011,50600,23483,2536,770,0.13,3108,51602,23246,0.12,2865,35682,10992,0.77,18147,12827,9905,24266,68659,20236
3175,29279,29279,54265,47072,0.79,22997,57401,53702,0.11,3078,-1245,-1380,29279,56747,49503,29279,2467,700,0.17,5015,63816,32123,0.16,4721,44068,14133,0.76,22380,14036,9861,29388,78328,22965
3177,6402,6402,49928,45728,0.78,4991,54447,51906,0.07,443,-2092,-1575,6402,52240,47804,6402,2302,637,0.21,1314,55588,37830,0.19,1235,33078,15819,0.77,4906,11729,9016,6321,51409,16305
3178,22083,22083,70819,59286,0.82,18054,74936,66122,0.19,4278,-3050,-2078,22083,73945,61788,22083,3084,974,0.09,1934,71129,29070,0.08,1811,45097,10853,0.8,17627,20844,15057,23573,161606,76006
3179,3887,3887,64838,54967,0.82,3202,69313,61252,0.16,637,-4543,-3244,3887,67566,57525,3887,2682,789,0.1,390,56586,24781,0.09,354,34183,9716,0.78,3014,18667,13789,4216,128663,60828
3180,4945,4945,63794,54144,0.79,3914,69890,63382,0.17,823,-2309,-2016,4945,66485,56690,4945,2678,869,0.1,476,63973,28142,0.09,444,40365,10915,0.77,3784,18560,14001,5376,148478,63238
3181,14721,14721,102053,73144,0.85,12488,93504,76010,0.13,1939,-1173,-891,14721,106332,76481,14721,4197,1376,0.11,1653,129194,21532,0.1,1496,98253,9078,0.86,12625,34112,18926,16036,183474,49714
3182,17664,17664,86913,62528,0.84,14824,80192,66254,0.12,2050,-396,-110,17664,91302,65788,17664,4333,1179,0.13,2344,65957,21625,0.12,2108,35119,9326,0.84,14775,28110,15514,19677,183814,42421
3183,12787,12787,92140,63636,0.83,10660,79510,66435,0.11,1445,640,-6,12787,96553,67090,12787,4363,1210,0.14,1740,89495,23002,0.12,1568,59303,9204,0.83,10604,30998,16382,13859,179882,45691
3184,10957,10957,104213,73958,0.82,8931,94482,74285,0.15,1663,-2264,-236,10957,109293,78105,10957,5002,1388,0.14,1534,89968,26688,0.13,1440,52261,9744,0.84,9247,35795,20025,12323,226014,74314
3185,9265,9265,107405,70145,0.77,7180,96261,72390,0.16,1476,841,229,9265,113545,73671,9265,6090,1233,0.12,1135,123472,29510,0.11,1055,70752,10254,0.81,7543,39611,19740,9960,267577,79515
3186,16895,16895,160486,72357,0.62,10449,120281,72876,0.21,3574,1106,1726,16895,168001,77848,16895,7340,1060,0.1,1630,256949,37000,0.09,1517,187311,13448,0.78,13184,72390,25228,17456,634419,169596
3187,11005,11005,112058,66092,0.69,7550,107028,72716,0.2,2241,-1069,-59,11005,117208,70979,11005,4986,1010,0.1,1063,178224,33125,0.09,983,132781,13392,0.77,8500,44771,22037,11353,334752,130196
3188,12043,12043,117838,67495,0.74,8952,109697,73107,0.18,2187,-1979,-568,12043,122913,71959,12043,4934,1105,0.09,1143,106589,30454,0.09,1059,68907,10748,0.78,9435,47230,21789,12949,307325,124083
3189,4221,4221,78207,62518,0.79,3354,82864,70000,0.17,706,-1476,-1006,4221,81463,65426,4221,3164,1064,0.11,449,72888,26968,0.1,415,46272,13009,0.79,3348,24608,16998,4519,162964,78159
3190,7826,7826,88558,68570,0.82,6422,91549,75383,0.15,1180,-1837,-1130,7826,92014,71781,7826,3428,1170,0.1,776,67000,25248,0.09,701,40602,10595,0.82,6386,28857,18771,8406,176127,91086
3191,7234,7234,118491,68307,0.71,5104,106678,75362,0.18,1328,-1069,0,7234,123699,72870,7234,4891,1164,0.1,709,95784,25350,0.09,669,58001,8451,0.78,5647,47783,22519,7781,371433,146877
3192,15411,15411,78780,63283,0.8,12314,83571,71915,0.15,2367,-1854,-1251,15411,82177,66182,15411,3370,1072,0.1,1509,70235,26612,0.09,1420,46264,9397,0.8,12322,24640,17126,16609,165953,82091
3193,13876,13876,110735,64755,0.68,9489,102163,70185,0.19,2645,-408,283,13876,116101,69480,13876,5228,995,0.09,1251,119823,31000,0.08,1167,79468,10920,0.77,10665,44175,21517,14857,390919,164370
3194,8902,8902,81132,63151,0.79,7028,83941,70000,0.15,1363,253,-128,8902,84545,66053,8902,3377,1000,0.09,789,73052,26050,0.08,741,44903,9154,0.8,7099,25963,16970,9682,206838,91876
3195,23908,23908,84275,63862,0.81,19270,84025,70090,0.19,4434,-2325,-1672,23908,87937,66978,23908,3603,1096,0.09,2198,224026,33820,0.09,2101,200092,11398,0.81,19268,27393,17500,26038,208070,103680
3196,16541,16541,77124,64044,0.83,13662,78798,70268,0.14,2375,-1941,-1573,16541,80314,66879,16541,3138,1165,0.09,1538,79884,29114,0.09,1485,52867,10745,0.82,13551,23123,16680,18451,169569,88880
3197,7715,7715,79652,61676,0.78,6042,76291,66570,0.17,1291,189,-151,7715,83634,64863,7715,3884,1025,0.09,713,93364,32824,0.09,675,66958,11702,0.8,6159,25495,16261,8582,231146,93519
3198,10232,10232,67446,58896,0.82,8398,70880,64883,0.1,1074,-1100,-828,10232,70357,61519,10232,2850,1014,0.1,1064,71060,31831,0.1,1016,43112,12438,0.81,8260,18671,14300,11786,125871,69158
3199,32875,32875,67454,56108,0.81,26491,69706,62181,0.11,3692,-853,-835,32875,70464,58773,32875,2982,936,0.1,3343,87165,31209,0.1,3192,59030,11596,0.79,25961,19493,13883,37187,146901,65674
3200,2698,2698,54066,50314,0.86,2320,56536,53988,0.05,142,-2325,-1949,2698,56213,52268,2698,2140,686,0.09,234,55481,27522,0.08,212,33129,10664,0.78,2117,13052,10477,3183,67945,32557
3201,13627,13627,63489,58079,0.88,12001,65387,62041,0.08,1120,-2564,-2361,13627,66252,60542,13627,2743,1084,0.09,1223,63507,29500,0.09,1166,41050,11727,0.84,11410,16076,12987,14802,96554,51531
3202,1750,1750,75288,61823,0.82,1443,78686,66524,0.17,301,-1741,-2606,1750,78429,64482,1750,3028,1084,0.11,200,65337,25788,0.11,190,39439,8104,0.8,1396,22868,16298,1881,140784,68826
3204,21774,21774,88584,64169,0.8,17339,88754,70593,0.19,4205,-1837,-805,21774,92332,67392,21774,3587,1068,0.1,2272,79561,27632,0.1,2138,48195,9433,0.79,17269,30375,18290,22738,198862,82013
3205,9063,9063,108040,69917,0.8,7241,94068,75000,0.16,1464,-1768,-664,9063,112662,73393,9063,4496,1218,0.11,1029,110140,24521,0.1,923,70098,9211,0.81,7354,40230,19978,9440,256725,63437
3206,6954,6954,168276,80172,0.69,4823,129693,82184,0.23,1592,-2185,266,6954,177466,86407,6954,8873,1489,0.12,800,211661,33865,0.11,752,132099,12321,0.81,5606,72656,26515,7751,534079,159414
3207,12089,12089,113052,77736,0.78,9418,106249,85452,0.21,2514,-2246,-1143,12089,118178,82739,12089,4992,1576,0.11,1311,92397,26940,0.1,1185,55471,10538,0.82,9919,41260,23551,13332,307565,110124
3211,784,784,87119,56198,0.76,599,72891,63945,0.18,142,564,49,784,90536,59578,784,3297,865,0.09,73,102590,31455,0.1,75,77859,11585,0.78,615,31010,14834,890,235953,94232
3212,12028,12028,68823,58848,0.85,10231,70933,64561,0.11,1380,-1281,-1320,12028,71801,61573,12028,2962,1214,0.09,1092,67441,26650,0.09,1029,48301,12530,0.81,9787,19281,14485,12738,139844,68636
3213,2900,2900,71854,54590,0.81,2341,67564,58054,0.15,440,1379,-284,2900,75394,57460,2900,3419,1092,0.09,270,112050,28399,0.09,259,80014,14158,0.79,2290,21926,13410,3033,158539,65714
3214,12031,12031,51440,47472,0.86,10339,53513,51371,0.05,544,-514,-128,12031,53654,49786,12031,2212,812,0.11,1320,48787,26207,0.1,1243,30976,11920,0.78,9326,12055,9374,13267,71526,24790
3215,12952,12952,67462,56014,0.83,10728,68175,60463,0.12,1587,1746,113,12952,70438,58696,12952,2935,1090,0.1,1273,59856,26697,0.09,1217,36929,10990,0.81,10447,18951,13172,14126,158001,61460
3216,37474,37474,68513,54564,0.8,30047,69015,60000,0.13,4726,-552,-680,37474,71678,57405,37474,3106,1022,0.11,3971,64040,24518,0.1,3714,38769,9885,0.78,29261,20419,13820,39886,178915,74082
3217,16795,16795,69347,61386,0.89,14965,69952,64560,0.09,1554,-2786,-2432,16795,72546,64129,16795,3155,1394,0.11,1915,51893,23710,0.11,1811,31056,10314,0.85,14351,18305,14027,16487,97542,45221
3218,9737,9737,76961,62611,0.83,8101,76479,66002,0.15,1432,-1178,-1192,9737,80623,65849,9737,3605,1264,0.11,1049,79470,27500,0.1,984,50448,10900,0.82,8030,22841,15835,10471,172690,81739
3219,11592,11592,60393,52286,0.84,9719,61800,56093,0.09,1059,-854,-753,11592,63100,54684,11592,2682,1016,0.1,1166,69773,23390,0.1,1116,46631,9974,0.8,9245,15812,11354,13055,129979,53601
3220,11702,11702,95955,60426,0.76,8853,79528,62080,0.17,2013,948,117,11702,101290,64272,11702,5279,1118,0.11,1309,123273,28707,0.1,1213,76202,12000,0.79,9244,34894,16817,12512,316769,97289
3221,1343,1343,92587,58859,0.66,885,77273,62213,0.23,309,-10,799,1343,97604,63404,1343,4918,1000,0.12,164,113331,37122,0.12,163,76493,22604,0.77,1032,35023,17030,1466,348968,137899
3222,10910,10910,66344,52638,0.77,8409,65881,58306,0.11,1235,1121,193,10910,69532,55468,10910,3170,934,0.1,1087,89651,31605,0.09,1025,55865,12861,0.77,8410,19804,12884,12076,187743,81190
3223,5676,5676,59460,45132,0.67,3814,63849,55972,0.15,831,2414,1487,5676,62840,47496,5676,3280,652,0.1,588,60795,28879,0.1,568,40993,12452,0.69,3930,18809,12657,6637,239384,113007
3224,8993,8993,62091,52458,0.79,7068,64515,58096,0.1,915,44,-317,8993,64906,55177,8993,2742,958,0.1,863,88250,34399,0.09,829,61700,14450,0.78,7040,17224,12211,9760,168980,75616
3225,3569,3569,80196,48207,0.58,2060,70984,58787,0.16,571,2505,1414,3569,85986,52566,3569,5614,891,0.11,396,183303,33564,0.1,368,161777,12754,0.69,2459,32066,15439,3951,459353,182395
3226,11073,11073,74185,55495,0.74,8230,73938,62146,0.16,1737,102,138,11073,77829,59196,11073,3598,1095,0.11,1268,79745,34538,0.11,1214,48461,13407,0.77,8519,23804,15209,12211,251882,113650
3227,3480,3480,101188,58896,0.68,2355,86985,63228,0.17,590,-560,-564,3480,107014,63772,3480,5645,1228,0.12,416,84150,33802,0.11,390,52207,11821,0.77,2678,37283,18230,3878,409193,160086
3228,15540,15540,87815,61128,0.75,11578,79558,65724,0.18,2823,-518,-84,15540,92147,64534,15540,4264,1208,0.13,2045,81903,33271,0.13,1966,47506,12439,0.79,12277,30216,17368,16674,243609,105441
3230,1966,1966,80055,49394,0.64,1257,73451,55400,0.2,403,2835,2086,1966,84815,53234,1966,4653,912,0.13,250,89284,39589,0.12,241,55389,13129,0.72,1415,29683,14593,2227,385491,139646
3231,1020,1020,70744,45228,0.59,606,65529,50610,0.16,166,3332,4330,1020,75278,49570,1020,4283,816,0.15,157,93117,26810,0.15,152,57694,10702,0.7,712,25585,13488,1125,405009,159602
3232,902,902,76386,47914,0.62,559,57136,51364,0.18,162,6496,3731,902,80248,52360,902,3558,612,0.12,112,111542,43690,0.12,110,78396,16827,0.76,682,27178,10606,971,362360,72438
3233,1486,1486,56261,43700,0.66,981,55516,47610,0.15,216,7079,4028,1486,59876,46912,1486,3404,485,0.14,213,70894,30444,0.14,205,47625,13670,0.71,1055,16603,10100,1643,209841,74762
3234,131,131,69015,45648,0.56,74,74283,52753,0.22,29,1429,-1408,131,78827,50075,131,5569,935,0.18,23,77423,18495,0.15,20,50272,12110,0.7,92,25400,11055,156,355413,92925
3235,279,279,62272,43170,0.63,175,67672,52266,0.19,54,-1413,1432,279,66672,46592,279,4143,600,0.21,58,97734,33178,0.2,56,58076,15495,0.73,205,19539,11236,294,246187,90793
3236,156,156,51510,44676,0.7,109,56910,55210,0.19,29,4500,1610,156,53792,49166,156,2118,638,0.13,20,59346,27508,0.15,23,41055,15741,0.72,112,13904,10804,157,203193,81590
3237,169,169,49994,37438,0.54,91,60045,54100,0.15,26,2301,2329,169,52575,37925,169,2388,250,0.24,40,38516,19046,0.24,40,31992,12344,0.64,108,15549,9850,173,138474,58532
3238,170,170,55962,34092,0.59,100,53982,43404,0.18,31,2272,-23,170,61046,38118,170,4418,315,0.21,35,83415,25092,0.2,34,40172,19394,0.65,111,20765,6816,175,210888,69291
3239,277,277,60069,44028,0.72,199,55994,47775,0.1,27,2814,104,277,63737,47892,277,2761,635,0.17,48,64229,32174,0.18,49,54086,24486,0.73,203,17776,9503,310,153821,60111
3240,1506,1506,72614,55391,0.75,1133,70692,59381,0.17,256,11,886,1506,76370,58330,1506,3570,1046,0.15,230,96527,31506,0.15,227,69251,21849,0.77,1165,23133,14864,1578,247263,99371
3241,2010,2010,62478,49564,0.76,1525,62623,57325,0.11,220,-684,-168,2010,65506,52195,2010,2886,716,0.13,257,73712,33574,0.13,257,50533,18061,0.76,1534,18607,12054,2125,157486,62070
3242,668,668,63061,46854,0.7,467,62876,53081,0.12,81,1383,1564,668,66275,50438,668,2928,790,0.15,103,117638,45521,0.15,101,101412,23237,0.73,489,20350,11393,692,216934,73734
3243,257,257,56267,46392,0.64,164,61778,59760,0.11,29,3574,5732,257,59797,46970,257,3470,498,0.17,43,66693,28560,0.16,40,56536,21473,0.7,180,17156,14013,261,255495,78769
3249,2247,2247,56761,47449,0.68,1532,57236,53064,0.13,285,2151,1900,2247,60702,51053,2247,3280,615,0.15,327,111166,38413,0.15,326,95589,31454,0.72,1619,16645,11330,2358,185488,74478
3250,7733,7733,60055,50693,0.81,6243,58865,55687,0.09,734,2735,962,7733,63661,53923,7733,3357,976,0.08,621,87125,28597,0.08,599,68441,18571,0.79,6106,16457,10883,8415,149838,58253
3251,352,352,52418,45280,0.73,257,58976,55020,0.13,45,-178,-136,352,56640,48787,352,3517,1128,0.14,51,94402,35813,0.14,48,99243,37238,0.74,259,14812,10355,374,166740,57019
3254,193,193,58750,54278,0.81,156,59500,59889,0.12,23,1956,2107,193,61812,56660,193,2890,811,0.08,16,140354,76778,0.09,17,113180,46519,0.78,151,15024,12898,208,119308,50236
3260,2835,2835,59163,49260,0.72,2044,58274,52000,0.1,292,3461,2121,2835,62989,52000,2835,3338,608,0.11,308,93317,32766,0.11,302,74561,16869,0.75,2132,16603,11693,3125,183315,70146
3264,1404,1404,61320,49200,0.74,1039,57146,53703,0.12,172,3948,2058,1404,64850,52456,1404,3325,876,0.1,144,136438,40946,0.1,142,109859,18240,0.75,1059,17887,10776,1567,168753,68326
3265,1688,1688,63368,52008,0.7,1180,57288,52084,0.11,190,3392,1321,1688,69762,55722,1688,5294,840,0.11,187,108070,40047,0.11,179,97273,25773,0.77,1307,17848,12518,1727,140991,53914
3266,1857,1857,59167,48565,0.71,1310,57156,53040,0.11,202,3748,2708,1857,63455,51455,1857,3838,673,0.11,201,136839,39600,0.1,191,118308,28019,0.76,1410,15988,10778,2015,155993,60989
3267,174,174,58239,51536,0.54,94,50669,49014,0.14,24,7713,1789,174,66530,56520,174,6903,322,0.14,25,107784,43101,0.14,25,77841,20437,0.76,132,14290,10952,180,136238,44503
3268,1824,1824,56525,46958,0.67,1213,54892,49400,0.1,183,3917,2293,1824,61780,51425,1824,4157,778,0.11,200,180771,49905,0.11,195,143432,29693,0.74,1358,16442,10439,1848,179882,53883
3269,440,440,62828,48537,0.68,299,59821,49087,0.14,60,5423,2438,440,67190,52006,440,4302,654,0.13,59,71180,44160,0.12,55,59435,18151,0.77,340,17509,9650,477,192338,56790
3270,176,176,107708,45482,0.55,96,57643,48078,0.19,34,4907,4062,176,111970,48803,176,3566,762,0.16,28,120248,55092,0.16,28,90770,19202,0.66,117,54764,13962,190,258834,86525
3271,130,130,44904,35222,0.6,78,40112,35040,0.11,14,3825,4312,130,49997,38364,130,4711,545,0.18,23,66283,8560,0.17,22,53175,4018,0.64,83,15756,9412,132,164594,38364
3272,923,923,52189,44584,0.72,665,52155,49328,0.09,84,480,-196,923,56003,47164,923,3189,806,0.12,107,170377,41202,0.11,99,156915,24402,0.72,665,13897,9997,991,135750,54272
3273,100,100,51211,38739,0.51,51,53810,40679,0.1,10,2518,1804,100,55454,42174,100,3589,426,0.12,12,91857,25924,0.12,12,79260,25418,0.66,66,18061,11204,97,367561,47651
3274,153,153,42036,39420,0.48,73,54394,49407,0.16,24,5860,3812,153,46545,44146,153,3946,5,0.11,17,261733,75811,0.1,16,259109,28801,0.61,94,20255,9531,146,200164,76710
3275,330,330,62490,53446,0.8,265,62920,57997,0.12,38,-1421,372,330,65397,56758,330,2892,982,0.12,39,116154,58414,0.12,40,74568,25084,0.82,269,15927,12957,348,141391,64852
3276,312,312,56732,49739,0.76,238,56277,51070,0.13,41,2396,2834,312,60545,52495,312,3349,669,0.1,30,76297,50069,0.1,32,53187,33090,0.8,249,14556,10180,315,115477,53862
3277,1175,1175,72269,51904,0.72,842,61420,54714,0.12,136,3766,2116,1175,77427,55647,1175,4237,1151,0.11,133,135787,37650,0.11,131,93146,21667,0.82,966,20875,10782,1223,193499,77698
3278,205,205,61929,49789,0.84,172,52705,50791,0.1,20,4703,3636,205,65908,53515,205,3620,1126,0.11,22,127566,50342,0.1,20,134941,19731,0.8,164,18294,11142,223,127619,50354
3279,233,233,66469,49586,0.65,152,51335,45415,0.13,30,5858,2530,233,71040,52935,233,3690,625,0.18,41,103920,68058,0.17,39,84820,37598,0.76,176,20125,11992,214,136092,44018
3280,21156,21156,62326,51938,0.81,17089,60809,55655,0.1,2094,3074,1228,21156,65909,55232,21156,3531,1019,0.09,1959,93734,30502,0.09,1869,62381,12935,0.79,16706,17230,11617,22785,172193,67692
